messages,target
"[{""role"": ""user"", ""content"": ""How did baby sleep?""}, {""role"": ""assistant"", ""content"": ""I forgot my meds!!""}, {""role"": ""user"", ""content"": ""Awe bubby, are u ok ??""}]",I okay I just sad with myself
"[{""role"": ""user"", ""content"": ""It's ok I love u""}, {""role"": ""assistant"", ""content"": ""It is very cold out and im sorry your forgor your stuff I love you too. Bubby i not doing well at all""}, {""role"": ""user"", ""content"": ""It's ok, what can I do bubby?""}]",It's fine I'm okay just depressed
"[{""role"": ""user"", ""content"": ""Yay!!!! Thank u bubba""}, {""role"": ""assistant"", ""content"": ""No that's not exactly what I needed but thank you I think that's enough""}, {""role"": ""user"", ""content"": ""Oh I'm sorry bubba????""}, {""role"": ""assistant"", ""content"": ""What's the issue??""}, {""role"": ""user"", ""content"": ""It just says I can't connect?""}, {""role"": ""assistant"", ""content"": ""What's your gamertag? You're not whitelisted ??""}, {""role"": ""user"", ""content"": ""Shadowqueen2014""}, {""role"": ""assistant"", ""content"": ""Now try Also can we get food please? ??""}, {""role"": ""user"", ""content"": ""After class?""}]","I get off work at 4, do you have class??"
"[{""role"": ""user"", ""content"": ""I'm sorry sweetheart ??""}, {""role"": ""assistant"", ""content"": ""It's fine babco Baby* BABCO""}, {""role"": ""user"", ""content"": ""Ok????????""}, {""role"": ""assistant"", ""content"": ""16th at 11""}, {""role"": ""user"", ""content"": ""Ok sorry for being nosie.""}, {""role"": ""assistant"", ""content"": ""No no no it's okay baby You're entirely fine :)""}, {""role"": ""user"", ""content"": ""Ok ?? idk it was a random thought that popped into my head""}]",You're adorable Thank you for thinking of me
"[{""role"": ""user"", ""content"": ""It's a highway""}]","Well, is the job being done well? I'm not knowledgeable in the art of paving a road"
"[{""role"": ""user"", ""content"": ""I am so rusty at this job. I panicked for a strait 5 minute because of someone's \""accident\""""}, {""role"": ""assistant"", ""content"": ""Wdym accident?""}, {""role"": ""user"", ""content"": ""These are 4 to 6 year Olds. Think potty training""}, {""role"": ""assistant"", ""content"": ""Oh okay. Well it could've been worse I guess?""}, {""role"": ""user"", ""content"": ""It's fine I just forgot the procedure.""}, {""role"": ""assistant"", ""content"": ""Wdym? ??""}, {""role"": ""user"", ""content"": ""Last year this is when I got my 2 tattoos I want more!!!! But I promise I wouldn't spend money. So I will not sad lol.""}, {""role"": ""assistant"", ""content"": ""What's wrong?""}, {""role"": ""user"", ""content"": ""I can't get my keys""}, {""role"": ""assistant"", ""content"": ""Wdym?""}, {""role"": ""user"", ""content"": ""I spent an hour trying to get my car keys from inside my biulding""}]",Did you get them? Dude you lose them?
"[{""role"": ""user"", ""content"": ""I want to go home bubby ????""}, {""role"": ""assistant"", ""content"": ""Can I see??!!""}, {""role"": ""user"", ""content"": ""Very basic""}, {""role"": ""assistant"", ""content"": ""BABY GOT HER DEGREE!!!""}, {""role"": ""user"", ""content"": ""Yes she did lol. Idk what to do with the diploma tho lol""}]","Put it in a frame and hang it, that what's you paid all that money to do after all ??"
"[{""role"": ""user"", ""content"": ""I miss you so much ??????????""}, {""role"": ""assistant"", ""content"": ""I love you so much bunny <3 and tonight is gonna suck a little without you""}, {""role"": ""user"", ""content"": ""agreed I want it to be the weekend so we can have at least a few hours together.""}]",Samsies :(
"[{""role"": ""user"", ""content"": ""Because going back to my house isn't feasible right now ??""}]","Good job, you connected :)
For a moment"
"[{""role"": ""user"", ""content"": ""Sure""}, {""role"": ""assistant"", ""content"": ""Awesome possum""}, {""role"": ""user"", ""content"": ""Cool beals""}]",Are we leaving for the lake tomorrow??
"[{""role"": ""user"", ""content"": ""Welp. Figure it out. So I can send this thing!!!""}]",I think thats right Sound right?
"[{""role"": ""user"", ""content"": ""I like having you on the team too! I'm going to see if I can make it work with my schedule. Also, I had a dyslexia moment and originally booked the room for Saturday ??. So we now have BL413 from 11-1:30""}, {""role"": ""assistant"", ""content"": ""I'll be going home again today because I've got some stuff to work on""}, {""role"": ""user"", ""content"": ""I love when people take my study room that I reserved. I might be a couple minutes late""}, {""role"": ""assistant"", ""content"": ""I'll let the team know""}, {""role"": ""user"", ""content"": ""So my laptop isn't freaking charging and it's almost dead. I'm going to go to TechTime""}, {""role"": ""assistant"", ""content"": ""I'll let them know""}, {""role"": ""user"", ""content"": ""I'm .3 seconds from crashing out""}, {""role"": ""assistant"", ""content"": ""I totally did add everyone to that card lol""}, {""role"": ""user"", ""content"": ""??????""}, {""role"": ""assistant"", ""content"": ""It doesn't matter to me either""}, {""role"": ""user"", ""content"": ""The verbiage does not matter""}, {""role"": ""assistant"", ""content"": ""Nope not even a little""}, {""role"": ""user"", ""content"": ""I just want lunch ??""}]",Samsies
"[{""role"": ""user"", ""content"": ""Thank u bubby, I love u too. Can we play mincraft later????. And can u walk me through updating the mods again I forget how.""}, {""role"": ""assistant"", ""content"": ""Okay you're cute. I can do that""}, {""role"": ""user"", ""content"": ""Thank u bubby ?? if we see each other on the weekend we talked about it will be 23 days""}, {""role"": ""assistant"", ""content"": ""Can you send me the $60? I just want food :( I love you, and only 23 days? That's less than two paychecks I ended up bringing a friend whose been having some trouble the last couple weeks with me and Percy on our walk. We talked and got McDonald's. Mostly I was hungry and needed someone to go inside and get food while I was outside with Percy :) We're home now :)""}, {""role"": ""user"", ""content"": ""Of course u can. And ya for the trip. I am pulling 1.50 today, I can just send it to u for the trip if u want""}, {""role"": ""assistant"", ""content"": ""Are you okay?""}, {""role"": ""user"", ""content"": ""*$150""}, {""role"": ""assistant"", ""content"": ""We don't need it yet bunny, plus I'll cover it in the paycheck before it Are we okay?""}, {""role"": ""user"", ""content"": ""Yes unless u don't think we are. I love u so much. I was just with 20 kids age 4 it was a lot""}, {""role"": ""assistant"", ""content"": ""I love you so much. I love you so so so much""}, {""role"": ""user"", ""content"": ""I'm going home I'll be driving. I love u too bubby. Do u think we are ok? Also do u want to call while I drive home?""}, {""role"": ""assistant"", ""content"": ""I just saw the text, but I'll pee and we can go exploring on the server after we get your stuff figured out to install it""}, {""role"": ""user"", ""content"": ""Can baby eat first""}, {""role"": ""assistant"", ""content"": ""Yes. I love you very much""}, {""role"": ""user"", ""content"": ""Also Nana wants to take to somewhere really fast apparently""}]",Where is she taking you?
"[{""role"": ""user"", ""content"": ""Wtf""}]",Well you're the one who put baking soda in a ketchup bottle and turned it into one of my canon events
"[{""role"": ""user"", ""content"": ""Thank u bubby""}]",Are you going on now?
"[{""role"": ""user"", ""content"": ""Yes!!!!!!!""}, {""role"": ""assistant"", ""content"": ""Yay!! Like 3 weeks!!""}, {""role"": ""user"", ""content"": ""Yay!!!! Has bubby asked off ?""}, {""role"": ""assistant"", ""content"": ""I will today I promise :)""}, {""role"": ""user"", ""content"": ""Ok thank u, I not rushing u I just really excited. If I'm being pushy just tell me and I will stop ok ??""}, {""role"": ""assistant"", ""content"": ""It's okay bunny, I'm excited too :)""}, {""role"": ""user"", ""content"": ""I'm almost done for today!!!!!""}, {""role"": ""assistant"", ""content"": ""Yay!! I work at 4 ??""}, {""role"": ""user"", ""content"": ""Awe I sorry bubby""}]",It's so sad ?? and I close
"[{""role"": ""user"", ""content"": ""We played real pool, or u did I kinda watched""}, {""role"": ""assistant"", ""content"": ""No no no I tried to send you the 8ball game and you saw it as something else. Don't lie to me ?? (I'm jk it's fine but my point stands)""}, {""role"": ""user"", ""content"": ""Oh??? Ok if u say so ??""}, {""role"": ""assistant"", ""content"": ""Wow you go with the flow better than a river""}, {""role"": ""user"", ""content"": ""Thanksgiving but also your birthday""}]",Thank you Ariel :))) Very very very appreciated
"[{""role"": ""user"", ""content"": ""Ok ??""}]","I'm okay, a bit nauseous but I'm fine"
"[{""role"": ""user"", ""content"": ""I love u so much sweetheart ??""}]",Better than 106 days
"[{""role"": ""user"", ""content"": ""Yay!!! I'm just happy your safe""}]",Im okay :) im helping kids And some teenagers oddly enough
"[{""role"": ""user"", ""content"": ""I love and miss you !!!!!""}]",I love and miss you too RB368
"[{""role"": ""user"", ""content"": ""Thanks for having the kids you wont regret it""}, {""role"": ""assistant"", ""content"": ""Alrighty dighty The kids are old enough to behave i think""}, {""role"": ""user"", ""content"": ""Yeah they are""}, {""role"": ""assistant"", ""content"": ""I also have to grow up at some point though And ooooooooo DRAMAAAAA I could've called it""}, {""role"": ""user"", ""content"": ""Me too. He put his hands on her""}, {""role"": ""assistant"", ""content"": ""No fucking way I'll fucking end him""}, {""role"": ""user"", ""content"": ""Trust me he has been warned to never do that again. I told him they will never find his body and I will happily spend the rest of my life in prison""}, {""role"": ""assistant"", ""content"": ""If I get my way, they wont find his body in one place Anyways, so I've got everyone then? Ariel grandmother wants us to make a registry ugh""}, {""role"": ""user"", ""content"": ""You should.""}, {""role"": ""assistant"", ""content"": ""You know how I feel about free stuff""}, {""role"": ""user"", ""content"": ""Well you are getting a gift from me and Angie whether you like it or not""}]","Fiiiine But im also making personalized invitations purely so I can put ""ALL SMOKING AND DRINKING CANNOT BE DONE ON THE PREMISES"" For the people on my side"
"[{""role"": ""user"", ""content"": ""It's Ariel""}, {""role"": ""assistant"", ""content"": ""Dan Damn*""}, {""role"": ""user"", ""content"": ""????""}, {""role"": ""assistant"", ""content"": ""I'm so used to having iMessages because I can edit and delete those You can't react to any of my messages either so get fucked""}, {""role"": ""user"", ""content"": ""?????? I have an android so""}, {""role"": ""assistant"", ""content"": ""I put two and two together on that one earlier this year""}, {""role"": ""user"", ""content"": ""???? hey I like my Samsung""}, {""role"": ""assistant"", ""content"": ""What kind is it?""}, {""role"": ""user"", ""content"": ""I think like the s 20 or something.  Not sure""}, {""role"": ""assistant"", ""content"": ""Ah well mines better ?? I'm jk, yours is still a phone and works and does the job""}, {""role"": ""user"", ""content"": ""Ooofffff?????? I'm poor ok ??????""}]",Well you don't have to tell me twice Look at how blurry this image is
"[{""role"": ""user"", ""content"": ""sounds good do u wanna eat at the atrium ?""}]",Yeah of course Free now?
"[{""role"": ""user"", ""content"": ""I'm so sorry. What test?""}, {""role"": ""assistant"", ""content"": ""Drivers test""}, {""role"": ""user"", ""content"": ""How come?""}]",Because I don't think I'm ready
"[{""role"": ""user"", ""content"": ""I miss u too bubby""}, {""role"": ""assistant"", ""content"": ""Wyd? I'll be off by 11 so we can talk and watch bideo""}, {""role"": ""user"", ""content"": ""Ok bunnys watching white chick's""}, {""role"": ""assistant"", ""content"": ""Is it funny?""}, {""role"": ""user"", ""content"": ""Yes lol""}, {""role"": ""assistant"", ""content"": ""How much longer do you have in it?""}, {""role"": ""user"", ""content"": ""Sweetheart I can stop watching whenever. Idc. I rather talk and watch bideo with bubby""}, {""role"": ""assistant"", ""content"": ""Aw you're adorable :)) What are you thinking of watching?""}, {""role"": ""user"", ""content"": ""?? it's true. Idk what does bubby feel like watching??""}, {""role"": ""assistant"", ""content"": ""Gordan Ramsay but they're fine too. Imma queue up one more game and then I call bunny. I love you very much""}, {""role"": ""user"", ""content"": ""I love u too ??????""}, {""role"": ""assistant"", ""content"": ""I done playing but I have to see and grab snacks and pee I love you And check on cutting board""}, {""role"": ""user"", ""content"": ""I love you too ?? ??""}]",We still have to remove the top layer of acrylic and then sand it Should be done by tomorrow
"[{""role"": ""user"", ""content"": ""Awe I'm sorry I work for an hour then I'm off""}, {""role"": ""assistant"", ""content"": ""Ik which is tragic""}, {""role"": ""user"", ""content"": ""It's so I can go to the funeral this weekend""}, {""role"": ""assistant"", ""content"": ""That is the true tragedy""}, {""role"": ""user"", ""content"": ""I am so mad I can't make a simple histogram.  What's wrong with me""}, {""role"": ""assistant"", ""content"": ""What's a histogram?""}, {""role"": ""user"", ""content"": ""Exactly""}, {""role"": ""assistant"", ""content"": ""??""}, {""role"": ""user"", ""content"": ""I'm pulling my hair out y is this so hard??????????""}]","Because why would it be easy I mean cmon, we can't just have some good things? No, we gotta have the worst and it's the worst Anyways goodnight and sleep well"
"[{""role"": ""user"", ""content"": ""Same this summer sucks so bad. I just want to fast forward""}]",I playing on server doing mine colony things :) I love you very much too bunny. Next summer will be better I'm sure
"[{""role"": ""user"", ""content"": ""Hi, I love you. It was ok. I took a shower after clinical. I require Landry be done this weekend lol. And yay!!!!! I'm very proud of you and I love and miss u a lot""}, {""role"": ""assistant"", ""content"": ""We can do that. Sorry I'm in a capstone meeting right now and it's running a little over""}, {""role"": ""user"", ""content"": ""It's ok I love you. Thank you for telling me""}, {""role"": ""assistant"", ""content"": ""You're welcome bun bun""}, {""role"": ""user"", ""content"": ""??""}, {""role"": ""assistant"", ""content"": ""Alright we're all done here and I'm omw home""}, {""role"": ""user"", ""content"": ""Yay!!!!""}]",I'm leaving now
"[{""role"": ""user"", ""content"": ""Ok I love u""}, {""role"": ""assistant"", ""content"": ""What's your gamertag as it appears in Minecraft?""}, {""role"": ""user"", ""content"": ""I looking""}, {""role"": ""assistant"", ""content"": ""I whitelisted you""}, {""role"": ""user"", ""content"": ""Yay, I'm in""}, {""role"": ""assistant"", ""content"": ""I miss bunny. Do you want steaks for dinner tonight?""}, {""role"": ""user"", ""content"": ""I thought we had to go shopping tonight? Do we have time?""}, {""role"": ""assistant"", ""content"": ""Do you wanna go shopping tomorrow instead?""}, {""role"": ""user"", ""content"": ""U hate shopping on days u have school and work""}, {""role"": ""assistant"", ""content"": ""I think it'll be okay because we have money for it. Also I'm not riding my longboard like I used to. Who knows, maybe I'll enjoy it? What does bunny personally wanna do?""}, {""role"": ""user"", ""content"": ""Personally I want bubby. Work sucks""}, {""role"": ""assistant"", ""content"": ""We can shop tomorrow, is that okay?""}, {""role"": ""user"", ""content"": ""Ya that's ok, I personally don't want steak tonight. U can have steak tho.""}, {""role"": ""assistant"", ""content"": ""What will you have then?""}, {""role"": ""user"", ""content"": ""I want spaghetti, I'm just not feeling meat tonight. I sorry honey""}]","No that's okay bunny, plus I made enough marinade for one steak ??"
"[{""role"": ""user"", ""content"": ""Awe I'm glad sweetheart .??""}, {""role"": ""assistant"", ""content"": ""I love you too bunny""}, {""role"": ""user"", ""content"": ""??""}, {""role"": ""assistant"", ""content"": ""Turns out I didn't have probation today, it's next week Yay""}, {""role"": ""user"", ""content"": ""ooofffff we love that, but hey i rather u go extra than miss it""}, {""role"": ""assistant"", ""content"": ""I haven't ordered the food and that's okay. I can add percys stuff but don't worry too much about it. I can get it delivered later tonight if that works better I'm back home now""}, {""role"": ""user"", ""content"": ""thank you bubby, if u need money just ask ok""}]",Thank you bunny. Adding the Percy stuff increased our cart to $100
"[{""role"": ""user"", ""content"": ""I love you too""}]",Lmk when you get home and turn on the laptop I love you
"[{""role"": ""user"", ""content"": ""??????""}]",They dont They dont even hand them out sorry
"[{""role"": ""user"", ""content"": ""So your not free from 10 am till 5 on Friday""}, {""role"": ""assistant"", ""content"": ""No not this Friday why? Is that the day we signed up for? Did I fuck you over? Im sorry and I love you""}, {""role"": ""user"", ""content"": ""No they fucked me over what about next Friday like not tomorrow""}, {""role"": ""assistant"", ""content"": ""Im free from 2pm to 4pm when I have class""}, {""role"": ""user"", ""content"": ""I want to cry and rage quit like idk like wtf are the nursing professors doing. Clearly they don't care about us""}, {""role"": ""assistant"", ""content"": ""Clearly""}, {""role"": ""user"", ""content"": ""I'm sorry I love u and this isn't your fault. I shouldn't be taking it out on you I am just so frustrated""}, {""role"": ""assistant"", ""content"": ""No I don't blame you, not for a single second. They are truly awful crestures Dad wants us to come down the day after thanksgiving""}, {""role"": ""user"", ""content"": ""Ya idk where they find theses people also 2:30 to 3 on the 21st please be at the health building""}, {""role"": ""assistant"", ""content"": ""Will do""}, {""role"": ""user"", ""content"": ""And I'm pretty sure I already have that day off but I'll check again""}, {""role"": ""assistant"", ""content"": ""That would be kinda cool""}, {""role"": ""user"", ""content"": ""I miss u a lot I just want to cuddle and watch shows ??""}, {""role"": ""assistant"", ""content"": ""Agreed. I have another research meeting tonight""}, {""role"": ""user"", ""content"": ""I expected that, I expect u have late nights till the show case it's ok I understand and support you""}, {""role"": ""assistant"", ""content"": ""Okay cool, so we can just do that them Then*""}, {""role"": ""user"", ""content"": ""Ya if they want us that long lol or we can visit Nana too""}, {""role"": ""assistant"", ""content"": ""I'd appreciate visiting Kay as well""}, {""role"": ""user"", ""content"": ""Me too I miss her and ok she misses us. We could do first few days Nana so we can be at your dad's the day he wants""}, {""role"": ""assistant"", ""content"": ""So be the keys from Wednesday till Friday, then go to dad's on Friday and try to come back saturday?""}, {""role"": ""user"", ""content"": ""Ya if that's what you would like we could take a day like Wednesday for ourselves.""}]",That's true true true
"[{""role"": ""user"", ""content"": ""You may want to consider chatting with Ben about tomorrow. I know we are to be there at 2.""}, {""role"": ""assistant"", ""content"": ""Yeah Kaleb will take us both over there""}, {""role"": ""user"", ""content"": ""But please include him since he will be driving""}, {""role"": ""assistant"", ""content"": ""Yeah of course""}, {""role"": ""user"", ""content"": ""It will be awesome seeing you guys.""}]",I know Ill ask Liz if I can borrow Nathan for a bit ??
"[{""role"": ""user"", ""content"": ""Not bad finished the shoe bench. Got the three bread boxes out. Starting the next bench next week""}, {""role"": ""assistant"", ""content"": ""Oooooo sounds good for business Need me to do anything to help?""}, {""role"": ""user"", ""content"": ""I had a couple people look at the website yesterday and most were confused about what it was about. The pictures dont make sense on the home page. I am still waiting on product pictures of somethings. Maybe we can put some of those there instead when I get them""}]",I think thats a good idea. We can 100% do that
"[{""role"": ""user"", ""content"": ""We will make our family out of love baby""}, {""role"": ""assistant"", ""content"": ""Thank you bunny. Thank you for everything, you're so amazing and so kind and I love you very much. I miss you a lot. I always miss you, but I know you love me and that keeps me going :) But did you see what I said about the server""}, {""role"": ""user"", ""content"": ""I love u more than I can express. And yes, I don't care as long as I can play a game with u. Doesn't even have to be mincraft bubby""}, {""role"": ""assistant"", ""content"": ""I wanna play Minecraft with bunny though. I miss you a lot""}, {""role"": ""user"", ""content"": ""I like playing mincraft with bubby too. And me too 10 days bubby. That's what is keeping me going""}, {""role"": ""assistant"", ""content"": ""Thank you bunny. We also got a couch :) my families old couch because they're getting a new one today""}, {""role"": ""user"", ""content"": ""Ooooo will it fit?""}, {""role"": ""assistant"", ""content"": ""I think so. If it doesn't then I can make it fit. It's my couch now ??""}, {""role"": ""user"", ""content"": ""Lol your cute ??""}, {""role"": ""assistant"", ""content"": ""You're welcome bunny, we can look at it when you get here""}, {""role"": ""user"", ""content"": ""Ok ??""}, {""role"": ""assistant"", ""content"": ""10 days :( :)*""}, {""role"": ""user"", ""content"": ""I'm so excited u have no idea""}]",Eeeeeeek but it'll be fine
"[{""role"": ""user"", ""content"": ""Good morning! I'm okay with you having plans with Eli this week. I'm happy to see you doing well. I miss hanging out with you. \nThis weekend: I have to work 3p-11p both Saturday and Sunday. If I came and got you to stay for the weekend, Eleanor and Ben will be here. You're more than welcome to come here and hang out. Ben adores having you here. You can eat whatever you want and have the basement to yourself, pretty much. But I'm working second shift this weekend. Next weekend Eleanor won't be here but I only work until 3p. I'm working today. So please let me know what you plan on doing, please. Pick a day next week so we can hang out! I love you, kiddo ?? ?? have a great day!!""}, {""role"": ""assistant"", ""content"": ""Can we hangout tomorrow???""}, {""role"": ""user"", ""content"": ""After school? Absolutely!""}, {""role"": ""assistant"", ""content"": ""Awesome!!""}, {""role"": ""user"", ""content"": ""Am I bringing you to Owensboro? Or just to Henderson and back home.""}]",To.orrow? Henderson
"[{""role"": ""user"", ""content"": ""Awe I'm glad sweetheart .??""}, {""role"": ""assistant"", ""content"": ""I love you too bunny""}, {""role"": ""user"", ""content"": ""??""}, {""role"": ""assistant"", ""content"": ""Turns out I didn't have probation today, it's next week Yay""}, {""role"": ""user"", ""content"": ""ooofffff we love that, but hey i rather u go extra than miss it""}, {""role"": ""assistant"", ""content"": ""I haven't ordered the food and that's okay. I can add percys stuff but don't worry too much about it. I can get it delivered later tonight if that works better I'm back home now""}, {""role"": ""user"", ""content"": ""thank you bubby, if u need money just ask ok""}, {""role"": ""assistant"", ""content"": ""Thank you bunny. Adding the Percy stuff increased our cart to $100""}, {""role"": ""user"", ""content"": ""of course and its stuff he needs. if it costs 100 it costs 100""}, {""role"": ""assistant"", ""content"": ""I need $110""}, {""role"": ""user"", ""content"": ""ok ill send it""}, {""role"": ""assistant"", ""content"": ""I need another $10 :( I didn't have any money in my cash app like I thought I did The grand total is $118 And I have $105 Call me when you can :)""}, {""role"": ""user"", ""content"": ""sent 10, i am in class, i can call between classes if u want""}]","It called you on its own that time, I need 5 more I love you so much you're the best and I'm embarrassed ??"
"[{""role"": ""user"", ""content"": ""Morning I love you ?? ??""}, {""role"": ""assistant"", ""content"": ""How was your sleep??""}, {""role"": ""user"", ""content"": ""I slept ok, hbu bubby?""}, {""role"": ""assistant"", ""content"": ""Bubby slept fine He also got the mods done and uploaded a zip file to your OneDrive documents folder so you can unzip it and play the custom profile I made for the server""}, {""role"": ""user"", ""content"": ""I don't remember how to put it on the cursed forge after it's unzipped""}, {""role"": ""assistant"", ""content"": ""Its okay I fix it real quick""}, {""role"": ""user"", ""content"": ""Thank u bubby""}, {""role"": ""assistant"", ""content"": ""It should be there Hold on Ta da I sent it""}, {""role"": ""user"", ""content"": ""I got it!!!!""}, {""role"": ""assistant"", ""content"": ""https://support.curseforge.com/en/support/solutions/articles/9000197912-exporting-and-importing-modpacks This shows how to use the zip file to make a custom profile""}, {""role"": ""user"", ""content"": ""Ok thank u bubby""}, {""role"": ""assistant"", ""content"": ""Im smoking with my family :)""}, {""role"": ""user"", ""content"": ""Ok have fun bubby""}, {""role"": ""assistant"", ""content"": ""Ummmm shit Imma need a minute on that one""}, {""role"": ""user"", ""content"": ""Ok no hurry""}]",Also everyone wants to go out for dinner with Angie for tonight
"[{""role"": ""user"", ""content"": ""I MISS YOU!!!!!!!!!!""}, {""role"": ""assistant"", ""content"": ""I miss you too bun bun ??""}, {""role"": ""user"", ""content"": ""Don't forget about Nana. And I want to go home""}, {""role"": ""assistant"", ""content"": ""I'm gonna do it at 2 :)""}, {""role"": ""user"", ""content"": ""Ok ??""}, {""role"": ""assistant"", ""content"": ""Bunny I've gotten my k/d to .95!!""}, {""role"": ""user"", ""content"": ""Yay!!!!!""}, {""role"": ""assistant"", ""content"": ""I'm not sure what that means either lol. But Monday and Tuesday night!! Yay!! I also texted kay""}, {""role"": ""user"", ""content"": ""And Saturday and Sunday mornings""}, {""role"": ""assistant"", ""content"": ""Not yet. And those are my favorite :)""}, {""role"": ""user"", ""content"": ""Ok and I love mornings with u. You get me till 4:00pm on Saturday and 2:30pm on Sunday""}]",Do you have the pin for remote access?
"[{""role"": ""user"", ""content"": ""Awe I'm sorry I work for an hour then I'm off""}, {""role"": ""assistant"", ""content"": ""Ik which is tragic""}, {""role"": ""user"", ""content"": ""It's so I can go to the funeral this weekend""}]",That is the true tragedy
"[{""role"": ""user"", ""content"": ""Thanks for having the kids you wont regret it""}, {""role"": ""assistant"", ""content"": ""Alrighty dighty The kids are old enough to behave i think""}, {""role"": ""user"", ""content"": ""Yeah they are""}, {""role"": ""assistant"", ""content"": ""I also have to grow up at some point though And ooooooooo DRAMAAAAA I could've called it""}, {""role"": ""user"", ""content"": ""Me too. He put his hands on her""}, {""role"": ""assistant"", ""content"": ""No fucking way I'll fucking end him""}, {""role"": ""user"", ""content"": ""Trust me he has been warned to never do that again. I told him they will never find his body and I will happily spend the rest of my life in prison""}, {""role"": ""assistant"", ""content"": ""If I get my way, they wont find his body in one place Anyways, so I've got everyone then? Ariel grandmother wants us to make a registry ugh""}, {""role"": ""user"", ""content"": ""You should.""}]",You know how I feel about free stuff
"[{""role"": ""user"", ""content"": ""Afternoon,  sorry just got back to campus""}, {""role"": ""assistant"", ""content"": ""You're good, how's campus?""}, {""role"": ""user"", ""content"": ""Rainy and dead""}, {""role"": ""assistant"", ""content"": ""Oh love that,can you check on my room and make sure no one vandalized it too much?""}, {""role"": ""user"", ""content"": ""I don't have that much pover buddy????. And they weren't aloud to go in the room. They only are aloud to open the door and look in""}, {""role"": ""assistant"", ""content"": ""Oh okay well what about the fact that they searched for my cat""}, {""role"": ""user"", ""content"": ""What??""}, {""role"": ""assistant"", ""content"": ""Yeah did you not see that on the Snapchat story""}, {""role"": ""user"", ""content"": ""No""}, {""role"": ""assistant"", ""content"": ""I posted a distasteful joke on yik yak saying \""hey can't someone check on my cat while im gone :3\"" and they thought I actually left him behind It was very distasteful but people took it more seriously""}, {""role"": ""user"", ""content"": ""Oh ok. If u haven't said that no one would have actually gone in I don't think""}]","No cosmo told me he did but on the bsu snap story, someone posted my door on there and vandalized it so I was just wondering"
"[{""role"": ""user"", ""content"": ""I have 1014.00 rn. And if u want to leave for nanas early Saturday that's fine""}]","I think I'd like that, we can have her over and mention the kitties"
"[{""role"": ""user"", ""content"": ""Wow that a lot""}, {""role"": ""assistant"", ""content"": ""Mhm and I'm on break""}, {""role"": ""user"", ""content"": ""I'm proud of u baby ?? and yay!!!!""}, {""role"": ""assistant"", ""content"": ""Can you save that for me?""}, {""role"": ""user"", ""content"": ""Of course I can baby ??""}]",Thank you bunny
"[{""role"": ""user"", ""content"": ""Morning bubby??""}, {""role"": ""assistant"", ""content"": ""How was your sleep?""}, {""role"": ""user"", ""content"": ""I slept ok, how did bubby sleep?""}, {""role"": ""assistant"", ""content"": ""Surprisingly well for being anxious and excited, but I think that means tonight will be difficult ??""}, {""role"": ""user"", ""content"": ""Ya idk if I will sleep tonight lol ??""}, {""role"": ""assistant"", ""content"": ""You're very cute :) and I love you very much Very very very much I'm shaking I'm so excited and anxious""}, {""role"": ""user"", ""content"": ""I love u too!!!!! We are going to Joe's""}, {""role"": ""assistant"", ""content"": ""Joe!!!""}, {""role"": ""user"", ""content"": ""Baby's keeping busy to prevent that lol""}, {""role"": ""assistant"", ""content"": ""I'm just watching TV with Darian and Angie""}, {""role"": ""user"", ""content"": ""Yep clocks yay!!!!!""}, {""role"": ""assistant"", ""content"": ""Yay!!! Also I got my att bill today and they're not discounting me the full amount for my upgrade which I think is hilarious""}, {""role"": ""user"", ""content"": ""Lol of course they aren't""}, {""role"": ""assistant"", ""content"": ""Center point will be there tomorrow from 8-4 So we could be without power for a full 4-6 hours""}, {""role"": ""user"", ""content"": ""I can't get the key till 8 am honey. That's when the office opens""}, {""role"": ""assistant"", ""content"": ""I know but that's the only window that they have open. It's the same each day, and it's shitty but the other option is to get power the next day and have an entire day without power It'll be fine""}, {""role"": ""user"", ""content"": ""Ok we can figure it out""}, {""role"": ""assistant"", ""content"": ""You'll get there in time love, don't worry :)""}, {""role"": ""user"", ""content"": ""Ok tomorrow is going to be stressful""}, {""role"": ""assistant"", ""content"": ""Well, it wouldn't be fun if it wasn't right? I know it'll be stressful but we have each other <3""}, {""role"": ""user"", ""content"": ""Ok, u know I might call u tomorrow if I get overwhelmed right""}, {""role"": ""assistant"", ""content"": ""Yeah that's fine. Completely understandable""}, {""role"": ""user"", ""content"": ""Ok I love u so much""}, {""role"": ""assistant"", ""content"": ""I love you too, we're in this together. I love you so so so much""}, {""role"": ""user"", ""content"": ""We got this bubby""}, {""role"": ""assistant"", ""content"": ""Agreed :)""}, {""role"": ""user"", ""content"": ""Baby's starting to take apart her bed""}]",Cutting board is done :)
"[{""role"": ""user"", ""content"": ""I love you so much ??.  Bunny's so tired, and I really miss you ??  Saturdays suck""}, {""role"": ""assistant"", ""content"": ""Will do. But if I don't go to help move then I can cook/prep a bunch of stuff. I'm feeling good today :))""}, {""role"": ""user"", ""content"": ""Ok, I love u ??""}]",I love you too bunny. You're a cute and adorable piece of hope :)
"[{""role"": ""user"", ""content"": ""I love u too, I want a hug""}]","Me too, I'm at home if you want one <3"
